state,fips,margin2020,margin2016,votes,votes2016
illinois,17009,57.27309,55.5,2523,2379
illinois,17011,21.83099,19.6,17182,16571
illinois,17013,49.47597,38.2,2767,2571
illinois,17015,29.49038,26.7,8006,7445
illinois,17017,37.7277,31.1,5325,5124
illinois,17019,-22.62541,-18.3,94911,91628
illinois,17021,44.85523,42.3,16094,15477
illinois,17023,50.65947,47.2,8340,7928
illinois,17025,65.21172,63.0,6896,6350
illinois,17027,51.23047,48.6,19139,17419
illinois,17029,26.63106,26.0,22470,21918
illinois,17031,-50.12756,-53.1,2265552,2180344
illinois,17033,51.24748,49.0,9419,8739
illinois,17035,59.11347,57.0,5843,5571
illinois,17037,-5.58711,-3.2,47717,43600
illinois,17039,43.18239,41.9,7994,7556
illinois,17041,44.52321,45.7,8746,8195
illinois,17043,-18.06174,-14.4,485064,430674
illinois,17045,52.74779,48.8,8152,7899
illinois,17047,69.62589,70.5,3368,3324
illinois,17049,59.25634,59.9,19041,17609
illinois,17051,61.89574,57.9,10033,9591
illinois,17053,47.95124,47.9,6809,6396
illinois,17055,47.72826,44.8,18488,18711
illinois,17057,20.74832,14.9,16517,15797
illinois,17059,52.30079,47.5,2673,2707
illinois,17061,54.91645,52.6,6224,5585
illinois,17063,26.23864,23.2,26400,23237
illinois,17065,60.42632,57.8,4316,4156
illinois,17067,63.89947,47.0,6565,9121
illinois,17069,,57.4,0,2148
illinois,17071,32.99562,28.4,3652,3518
illinois,17073,21.47986,20.8,25624,24643
illinois,17075,56.83392,55.3,14011,13102
illinois,17077,-1.19158,-3.2,22575,24617
illinois,17079,62.45073,59.7,5582,5112
illinois,17081,45.17204,42.8,17409,16999
illinois,17083,48.09077,46.1,11942,10991
illinois,17085,16.54244,14.6,12477,11334
illinois,17087,58.55324,57.6,6442,6089
illinois,17089,-14.40037,-10.5,231876,199687
illinois,17091,16.68644,13.0,49729,47305
illinois,17093,-4.69451,0.1,61327,54055
illinois,17095,6.14985,2.9,22716,22503
illinois,17099,15.35166,14.4,52053,49743
illinois,17097,-24.07199,-20.2,334156,303520
illinois,17101,53.84857,53.0,6379,6094
illinois,17103,19.66852,19.9,16351,15489
illinois,17105,44.37797,40.3,17049,15342
illinois,17107,40.19974,39.3,13117,12401
illinois,17115,17.86079,17.7,48934,48060
illinois,17117,36.56089,34.1,23919,22391
illinois,17119,13.58062,15.3,135686,130179
illinois,17121,47.31033,43.8,17214,17098
illinois,17123,34.55778,33.4,6343,5984
illinois,17125,39.38721,31.5,6756,6493
illinois,17127,48.06703,49.1,6803,6697
illinois,17109,16.56631,11.5,12290,13144
illinois,17111,2.62401,7.5,162766,143930
illinois,17113,-3.8546,1.3,87013,81324
illinois,17129,39.43054,37.1,6954,6515
illinois,17131,24.18286,20.4,8750,8525
illinois,17133,35.94463,36.7,21024,19354
illinois,17135,40.98241,39.5,13701,12978
illinois,17137,32.06383,29.6,15229,14800
illinois,17139,49.16393,47.3,6698,6283
illinois,17141,26.08295,26.0,26040,24193
illinois,17143,-6.06341,-3.1,82264,79102
illinois,17145,46.67992,44.5,10060,9874
illinois,17147,29.79267,33.0,9791,9060
illinois,17149,60.96223,57.6,7836,7530
illinois,17151,59.30018,60.8,2172,2142
illinois,17153,30.71076,26.1,2631,2735
illinois,17155,20.0,19.9,3345,3112
illinois,17157,50.18126,46.4,14896,14194
illinois,17159,70.99433,54.0,9343,7694
illinois,17161,-12.0779,-8.3,66750,63994
illinois,17165,47.92851,50.1,11079,11384
illinois,17167,4.35557,9.2,104395,98373
illinois,17169,43.57728,37.8,3908,3834
illinois,17171,56.22711,54.9,2730,2608
illinois,17173,57.33256,53.8,12049,11049
illinois,17163,-8.54336,-5.7,125220,121436
illinois,17175,41.16626,37.4,2881,2743
illinois,17177,16.30607,16.3,21446,20343
illinois,17179,25.9048,27.8,68358,64751
illinois,17181,40.26529,39.3,8896,8616
illinois,17183,32.88421,29.4,31617,30818
illinois,17185,53.29041,53.0,5592,5464
illinois,17187,20.01011,16.5,7916,7807
illinois,17189,56.49482,55.4,7914,7438
illinois,17191,70.50165,71.3,8492,8301
illinois,17193,57.49865,57.6,7428,7335
illinois,17195,8.35474,6.2,27254,25582
illinois,17197,-8.30529,-6.3,344431,304226
illinois,17199,37.53097,40.8,33503,31852
illinois,17201,-1.47973,-0.1,121982,120055
illinois,17203,40.86532,40.9,21079,19864
north-dakota,38001,56.974,56.9,1269,1218
north-dakota,38003,31.4106,29.2,5565,5344
north-dakota,38005,13.87047,4.3,1961,2011
north-dakota,38007,73.85827,72.1,635,605
north-dakota,38009,50.53299,50.3,3471,3494
north-dakota,38011,70.42849,68.2,1657,1787
north-dakota,38013,74.19913,73.8,1155,1052
north-dakota,38015,40.18679,45.1,50753,47979
north-dakota,38017,2.68207,10.5,86053,80821
north-dakota,38019,50.74257,43.9,2020,2006
north-dakota,38021,46.78218,46.2,2424,2407
north-dakota,38023,53.1614,51.0,1202,1219
north-dakota,38025,68.8195,63.0,2338,2243
north-dakota,38027,37.35131,35.4,1261,1231
north-dakota,38029,74.71379,73.8,2009,1981
north-dakota,38031,55.6243,52.0,1778,1719
north-dakota,38033,71.53996,72.8,1026,957
north-dakota,38035,13.26122,18.1,30970,30365
north-dakota,38037,67.9218,66.8,1381,1381
north-dakota,38039,47.92,43.4,1250,1265
north-dakota,38041,68.21646,68.1,1312,1296
north-dakota,38043,68.08219,67.7,1460,1376
north-dakota,38045,50.38306,45.5,2219,2151
north-dakota,38047,74.53532,72.5,1076,1067
north-dakota,38049,59.94006,55.3,3003,2820
north-dakota,38051,61.30584,59.8,1455,1446
north-dakota,38053,67.68777,63.6,5419,4672
north-dakota,38055,53.61272,52.3,5536,5315
north-dakota,38057,67.42246,67.0,4675,4682
north-dakota,38059,50.37006,52.1,16619,15832
north-dakota,38061,37.64706,33.2,4165,4106
north-dakota,38063,31.23241,28.5,1777,1717
north-dakota,38065,74.01501,69.9,1066,1017
north-dakota,38067,50.25518,48.4,3331,3153
north-dakota,38069,51.12782,48.6,2128,2071
north-dakota,38071,36.07595,32.3,5372,5305
north-dakota,38073,19.27465,15.8,2454,2359
north-dakota,38075,64.06368,61.3,1319,1293
north-dakota,38077,32.7957,35.6,7812,7592
north-dakota,38079,-32.20294,-23.5,3804,3755
north-dakota,38081,25.50725,19.7,2070,1997
north-dakota,38083,71.92118,70.5,812,787
north-dakota,38085,-46.0371,-40.4,1186,1232
north-dakota,38087,78.68852,74.2,427,430
north-dakota,38089,63.86047,64.9,15050,12322
north-dakota,38091,23.89706,17.7,1088,999
north-dakota,38093,43.35777,41.6,9959,10155
north-dakota,38095,43.69676,37.0,1174,1157
north-dakota,38097,24.87911,26.0,4136,3933
north-dakota,38099,41.62659,39.4,4783,4636
north-dakota,38101,44.89485,46.8,28246,27412
north-dakota,38103,61.12047,57.8,2374,2383
north-dakota,38105,66.76434,65.1,14334,12807
maryland,24001,38.4386,43.7,30511,30654
maryland,24003,-14.66226,-2.2,306924,270081
maryland,24005,-25.50525,-17.6,382784,390682
maryland,24510,-77.00836,-74.1,234246,239402
maryland,24009,5.64998,16.8,48832,47408
maryland,24011,32.98366,38.0,15729,14113
maryland,24013,23.90351,34.5,99408,91848
maryland,24015,26.71715,33.6,47273,45269
maryland,24017,-41.08552,-30.3,89063,78303
maryland,24019,11.96812,14.2,15934,15225
maryland,24021,-9.42027,2.4,142809,125677
maryland,24023,55.9792,58.6,15579,14011
maryland,24025,12.11444,23.0,147221,133672
maryland,24027,-44.69513,-34.0,181324,162193
maryland,24029,-1.24767,3.0,10740,10021
maryland,24031,-59.68234,-55.4,487558,478873
maryland,24033,-81.0,-79.7,412600,390385
maryland,24035,26.70302,34.0,30079,26523
maryland,24039,14.80676,11.6,10117,9900
maryland,24037,13.89255,22.3,55339,49842
maryland,24041,-0.51786,10.1,22400,20553
maryland,24043,21.00079,30.1,67507,65991
maryland,24045,1.93583,9.7,45975,42547
maryland,24047,19.04204,26.4,31567,28273
georgia,13001,56.91164,57.9,8341,7012
georgia,13003,46.75119,45.2,3155,2610
georgia,13005,72.68638,68.4,4668,4029
georgia,13007,15.75563,8.7,1555,1440
georgia,13009,-1.29856,-1.7,18251,16116
georgia,13011,77.97978,78.1,8801,6975
georgia,13013,43.00971,49.8,38017,29174
georgia,13015,50.69055,54.6,50467,39733
georgia,13017,26.18902,27.6,6560,5936
georgia,13019,66.51169,66.2,7743,6613
georgia,13021,-23.84537,-20.3,70802,62880
georgia,13023,52.87417,52.6,5706,4974
georgia,13025,81.22902,78.5,7746,6301
georgia,13027,20.70423,18.5,7100,6336
georgia,13029,35.1687,42.7,21340,15271
georgia,13031,23.74352,22.8,30084,25585
georgia,13033,1.78772,-2.6,10684,9410
georgia,13035,43.54059,43.6,11789,9514
georgia,13037,-15.36007,-17.2,2194,2025
georgia,13039,30.74975,33.5,23688,19069
georgia,13043,42.08032,43.5,4432,3763
georgia,13045,38.98741,39.5,54474,44459
georgia,13047,55.77817,59.8,32692,26940
georgia,13049,50.72273,48.3,4566,4031
georgia,13051,-18.77475,-14.7,133589,113051
georgia,13053,13.39623,11.3,1590,1390
georgia,13055,61.79104,58.8,10050,8252
georgia,13057,39.21356,49.1,144830,112784
georgia,13059,-42.08209,-37.1,51333,45476
georgia,13061,-10.66946,-10.3,1434,1273
georgia,13063,-70.90988,-70.1,112344,93580
georgia,13065,47.4162,42.2,2864,2464
georgia,13067,-14.32065,-2.2,393746,334058
georgia,13069,39.87774,39.2,15214,13998
georgia,13071,47.19269,47.2,16083,13624
georgia,13073,25.78463,37.1,80579,65207
georgia,13075,40.3838,39.9,7035,6080
georgia,13077,35.53562,41.7,76799,62210
georgia,13079,46.09964,42.8,6102,5176
georgia,13081,24.85097,22.7,8052,7549
georgia,13083,64.63546,64.2,7434,6361
georgia,13085,67.85648,71.5,16081,11820
georgia,13089,-67.3762,-62.9,370711,317849
georgia,13087,17.01213,18.4,11627,10317
georgia,13091,45.50186,45.4,8070,7009
georgia,13093,6.04141,2.0,4105,3859
georgia,13095,-40.01926,-38.1,35308,34303
georgia,13097,-25.12121,-10.6,69097,58123
georgia,13099,5.49451,8.0,5187,4803
georgia,13101,75.57252,72.0,1441,1182
georgia,13103,49.44662,55.2,31624,23603
georgia,13105,36.49547,34.3,9171,8027
georgia,13107,38.59594,36.7,9501,7896
georgia,13109,36.82599,35.1,4247,3628
georgia,13111,64.633,64.9,14850,11876
georgia,13113,6.40913,19.1,69245,61511
georgia,13115,41.84721,42.9,38588,34860
georgia,13117,33.19207,46.9,129305,98964
georgia,13119,69.31207,68.0,10786,8550
georgia,13121,-46.4881,-40.9,524659,438751
georgia,13123,63.52194,66.3,16525,12848
georgia,13125,79.69349,78.9,1566,1390
georgia,13127,23.19217,28.3,41984,34437
georgia,13129,62.50156,63.0,24033,19062
georgia,13131,31.89502,32.8,10707,9265
georgia,13133,26.49595,25.7,11247,8919
georgia,13135,-18.22188,-5.8,413865,330950
georgia,13137,63.98786,65.6,20432,16333
georgia,13139,43.23653,50.0,90523,71142
georgia,13141,-43.84154,-51.8,4165,3588
georgia,13143,73.84389,70.9,14272,11439
georgia,13145,44.32995,47.6,19991,16502
georgia,13147,49.55606,46.3,12727,10161
georgia,13149,68.40838,61.9,5397,4244
georgia,13151,-20.44044,-4.4,122742,99367
georgia,13153,12.43201,21.3,74823,60406
georgia,13155,51.00768,49.7,4168,3670
georgia,13157,58.01699,63.1,37670,27423
georgia,13159,53.12664,46.4,7644,6067
georgia,13161,63.54185,62.6,5771,5119
georgia,13163,-6.85684,-10.9,7642,6976
georgia,13165,25.90449,25.3,3455,3056
georgia,13167,39.70732,37.5,4100,3686
georgia,13169,33.92356,34.5,14966,12587
georgia,13171,41.09968,38.2,9039,7647
georgia,13173,41.66667,41.0,3576,2871
georgia,13175,28.24585,28.9,22729,19596
georgia,13177,44.56743,52.5,16714,14246
georgia,13179,-24.03104,-21.0,21389,16279
georgia,13181,37.50538,36.2,4650,4102
georgia,13183,26.43211,30.8,5656,4117
georgia,13185,12.02459,17.3,46355,38063
georgia,13187,58.18685,59.1,15531,12517
georgia,13193,-23.03732,-27.2,4662,4287
georgia,13195,52.98922,56.1,14937,12081
georgia,13197,26.60044,22.2,3624,3190
georgia,13189,19.13917,18.6,10455,9322
georgia,13191,20.96774,19.9,6696,5937
georgia,13199,20.56633,15.3,10877,9248
georgia,13201,46.45503,49.8,2835,2544
georgia,13205,10.48756,10.0,8963,7880
georgia,13207,42.81683,41.5,15592,12687
georgia,13209,49.94957,51.0,3966,3576
georgia,13211,41.64175,40.9,11707,9536
georgia,13213,69.14679,68.3,15389,12509
georgia,13215,-24.18584,-18.5,80543,69525
georgia,13217,-10.92387,-2.3,54239,44238
georgia,13219,33.50683,38.5,25168,20353
georgia,13221,38.82671,41.9,8131,6674
georgia,13223,29.06951,40.7,85385,65480
georgia,13225,4.6393,2.9,12545,10809
georgia,13227,65.8273,68.5,17116,14120
georgia,13229,75.14368,73.8,9048,7311
georgia,13231,71.10075,68.9,10720,8766
georgia,13233,57.07799,57.1,17399,14275
georgia,13235,39.12294,37.0,4059,3605
georgia,13237,40.85196,39.7,11855,9528
georgia,13239,9.6745,10.9,1106,1044
georgia,13241,57.37876,60.2,9568,8048
georgia,13243,-9.10865,-11.3,3074,2899
georgia,13245,-37.16903,-32.0,87016,76025
georgia,13247,-40.80025,-25.7,44686,38087
georgia,13249,58.81319,55.7,2275,1923
georgia,13251,18.93482,17.6,6628,5715
georgia,13253,34.93821,32.2,3884,3588
georgia,13255,20.82946,24.4,30116,25826
georgia,13257,58.75473,59.6,11885,9815
georgia,13259,-19.14573,-20.3,1990,2058
georgia,13261,-4.82305,-2.2,12150,11047
georgia,13263,-20.49972,-24.7,3522,3261
georgia,13265,-21.65948,-21.9,928,897
georgia,13267,48.78406,49.3,8183,6930
georgia,13269,26.85595,22.5,3839,3408
georgia,13271,30.8793,30.0,4333,3796
georgia,13273,-8.42391,-9.3,4416,4204
georgia,13275,19.42983,21.6,21853,18885
georgia,13277,33.54419,36.7,16283,14276
georgia,13279,45.19883,46.8,10914,9138
georgia,13281,60.58403,61.4,7979,6800
georgia,13283,37.34157,35.0,3077,2703
georgia,13285,21.82707,23.1,30059,26111
georgia,13287,24.76266,24.9,3792,3405
georgia,13289,7.33573,1.6,4444,4059
georgia,13291,63.17342,65.4,15592,12063
georgia,13293,34.14955,34.9,12905,10934
georgia,13295,59.12828,60.4,29436,24379
georgia,13297,49.24161,55.9,51095,40858
georgia,13299,39.73839,41.6,14296,12184
georgia,13301,-11.60015,-13.8,2681,2334
georgia,13303,-0.70832,-0.6,9459,8485
georgia,13305,57.12944,58.5,12778,10440
georgia,13307,7.84173,14.1,1390,1116
georgia,13309,39.12473,36.9,2285,2102
georgia,13311,66.21895,67.9,14816,11912
georgia,13313,40.72824,44.2,36746,30776
georgia,13315,46.96739,41.8,3281,2976
georgia,13317,13.20342,16.1,5029,4486
georgia,13319,12.34801,10.2,4770,4297
georgia,13321,47.77084,49.7,9286,8319
tennessee,47001,32.17271,34.1,35527,29881
tennessee,47003,51.86197,52.7,19039,15355
tennessee,47005,57.03448,51.2,7250,6328
tennessee,47007,65.19625,58.4,5758,4664
tennessee,47009,44.28106,48.5,66306,52208
tennessee,47011,55.13618,58.7,45968,38666
tennessee,47013,66.2603,60.8,14929,12532
tennessee,47015,59.87504,54.2,6562,5314
tennessee,47017,55.79753,52.3,11893,10384
tennessee,47019,61.364,63.8,24868,21084
tennessee,47021,44.1541,46.6,20091,15924
tennessee,47023,59.91027,59.0,7578,6507
tennessee,47025,64.91689,63.0,12935,10740
tennessee,47027,56.98802,49.1,3506,2920
tennessee,47029,64.94956,64.4,14870,12126
tennessee,47031,50.01028,48.4,24313,19971
tennessee,47033,53.82728,49.6,6114,5397
tennessee,47035,57.07432,57.7,32307,26360
tennessee,47037,-31.92443,-25.8,308325,249068
tennessee,47041,57.82849,51.8,8501,6955
tennessee,47039,63.33333,58.7,5250,4592
tennessee,47043,47.32972,45.5,24342,18699
tennessee,47045,57.11158,55.2,15074,13336
tennessee,47047,37.77477,37.0,22928,19394
tennessee,47049,71.29043,67.3,8687,7333
tennessee,47051,47.60263,43.6,19146,16404
tennessee,47053,46.92425,43.6,22336,19547
tennessee,47055,49.12135,45.4,13202,11137
tennessee,47057,70.0978,68.3,10123,8008
tennessee,47059,60.59807,60.8,28057,23583
tennessee,47061,65.19507,55.4,5844,4763
tennessee,47063,54.01934,56.9,24606,20692
tennessee,47065,9.74083,16.4,170735,142408
tennessee,47067,73.25073,68.2,2744,2231
tennessee,47069,15.70889,7.9,10058,9273
tennessee,47071,67.47009,64.2,11534,9949
tennessee,47073,65.80158,63.3,24776,20774
tennessee,47075,-8.92183,-10.2,7420,6834
tennessee,47077,64.1015,62.0,12020,10217
tennessee,47079,51.10416,49.8,15034,12945
tennessee,47081,55.40073,49.5,9832,7813
tennessee,47083,50.14942,41.5,3681,3168
tennessee,47085,49.79349,41.4,8232,7153
tennessee,47087,56.0098,47.2,5308,4466
tennessee,47089,59.26492,59.2,23562,19072
tennessee,47091,67.03452,67.2,7793,6579
tennessee,47093,15.119,23.7,219869,180697
tennessee,47095,47.49263,39.6,2034,1970
tennessee,47097,27.65815,22.6,8963,8087
tennessee,47099,64.85201,61.3,18718,15666
tennessee,47101,60.76017,58.3,5604,4622
tennessee,47103,60.02568,58.8,15575,13348
tennessee,47105,50.21617,54.3,29375,23391
tennessee,47111,71.55809,69.2,9486,7504
tennessee,47113,13.1001,15.4,42847,38120
tennessee,47115,50.80279,44.8,13204,10862
tennessee,47117,49.96636,46.5,14862,11455
tennessee,47119,36.55849,38.9,46561,35369
tennessee,47107,60.56542,59.6,22815,18755
tennessee,47109,63.38866,59.7,11267,10038
tennessee,47121,62.50678,57.5,5529,4320
tennessee,47123,62.56687,59.6,20749,17093
tennessee,47125,12.68943,18.5,76678,57620
tennessee,47127,65.41396,62.5,3539,2926
tennessee,47129,70.15089,65.4,8218,6705
tennessee,47131,60.6538,58.0,13521,12249
tennessee,47133,58.68329,50.0,10025,8229
tennessee,47135,63.0105,55.0,3428,2855
tennessee,47137,63.27858,56.8,2922,2615
tennessee,47139,63.39713,59.0,8360,6520
tennessee,47141,43.42762,44.7,33481,27212
tennessee,47143,63.69782,60.7,13608,11062
tennessee,47145,50.78722,51.0,25914,21669
tennessee,47147,47.00107,47.1,33712,27113
tennessee,47149,15.41294,25.9,143931,107436
tennessee,47151,77.52983,71.7,9052,7123
tennessee,47153,62.8678,59.5,7239,5694
tennessee,47155,57.48153,61.5,43574,36312
tennessee,47157,-30.29006,-27.5,381858,337383
tennessee,47159,58.94853,51.2,9035,7436
tennessee,47161,59.08006,49.9,6283,5299
tennessee,47163,51.94728,55.2,74206,62278
tennessee,47165,38.66247,44.7,92529,71505
tennessee,47167,48.48118,47.4,27291,23481
tennessee,47169,48.08319,36.6,3991,3160
tennessee,47171,60.07958,61.3,8294,7195
tennessee,47173,68.29298,64.7,8096,6247
tennessee,47175,61.50154,53.0,2917,2419
tennessee,47177,49.10736,44.1,16692,13612
tennessee,47179,36.86017,42.7,59430,49750
tennessee,47181,74.62127,73.7,6667,5857
tennessee,47183,53.76368,51.2,13710,12184
tennessee,47185,62.80442,59.3,11867,9825
tennessee,47187,26.13365,35.0,138932,106271
tennessee,47189,37.72607,44.1,74092,56734
new-york,36001,-22.72626,-25.2,121529,139818
new-york,36003,49.11123,40.9,17271,18692
new-york,36005,-65.52218,-79.1,329638,399522
new-york,36047,-48.90963,-62.0,693937,805605
new-york,36007,8.39505,2.0,72376,86072
new-york,36009,37.11357,32.7,30051,31161
new-york,36011,9.20045,11.6,36433,33172
new-york,36013,19.85561,23.1,59283,54234
new-york,36015,24.69506,17.6,31646,36119
new-york,36017,38.25896,25.5,17277,20160
new-york,36019,6.0573,-1.9,27471,32105
new-york,36021,-15.96086,-4.9,34641,30902
new-york,36023,1.94233,5.6,21675,20244
new-york,36025,29.48356,26.9,18763,19792
new-york,36027,1.62374,-0.4,119539,131018
new-york,36029,-5.32853,-6.4,383952,423625
new-york,36031,6.47349,1.1,15185,17218
new-york,36033,12.62584,5.5,15397,16952
new-york,36035,40.55996,32.8,20180,21214
new-york,36037,41.16141,35.1,25004,26432
new-york,36039,24.16914,25.7,20882,22050
new-york,36041,30.26012,34.6,3460,3225
new-york,36043,39.39272,32.8,24766,26255
new-york,36045,30.18857,20.8,35530,38236
new-york,36049,47.46277,37.6,10878,11325
new-york,36051,18.30245,22.0,31351,30031
new-york,36053,10.90336,14.2,33962,30064
new-york,36061,-69.95553,-76.9,446861,668940
new-york,36055,-20.76402,-15.0,378761,347790
new-york,36057,32.66534,24.7,17615,19054
new-york,36059,-5.9475,-6.2,665658,647122
new-york,36063,18.8406,17.8,87821,92402
new-york,36065,25.45571,19.4,84099,91009
new-york,36067,-14.68031,-13.8,203354,208440
new-york,36069,10.40769,7.2,47830,52527
new-york,36071,10.25322,5.5,139956,152021
new-york,36073,45.3824,39.5,15625,16380
new-york,36075,31.85175,22.0,44682,48180
new-york,36077,4.91541,11.1,28075,25668
new-york,36079,13.82492,15.8,47899,48563
new-york,36081,-38.66151,-53.6,597928,686393
new-york,36083,-5.62783,1.4,79409,71562
new-york,36087,11.12184,-6.2,116024,135087
new-york,36089,24.84867,8.8,35519,39158
new-york,36091,5.15974,3.2,107583,114094
new-york,36093,-6.83435,-7.1,60591,67280
new-york,36095,37.41588,32.7,13374,14050
new-york,36097,17.59525,22.3,9764,8772
new-york,36099,19.34538,11.0,12954,13980
new-york,36085,23.98364,15.1,178751,180960
new-york,36101,39.90515,34.1,38797,42002
new-york,36103,12.33308,6.8,601261,681254
new-york,36105,16.93216,11.2,26931,29955
new-york,36107,20.66293,25.7,24769,22299
new-york,36109,-39.32758,-43.4,33015,42678
new-york,36111,-11.62141,-11.0,77667,85290
new-york,36113,12.26787,8.5,27625,31408
new-york,36115,25.58563,18.4,23607,24528
new-york,36117,29.21844,25.0,37425,39687
new-york,36119,-27.07064,-33.7,350749,420655
new-york,36121,45.41197,49.4,19431,17298
new-york,36123,18.53645,19.9,10741,10066
arkansas,05001,39.51049,30.4,6292,6212
arkansas,05003,43.18698,36.2,7926,8083
arkansas,05005,53.32032,53.2,21007,19766
arkansas,05007,26.4494,33.9,119912,96824
arkansas,05009,61.86748,57.8,17114,16111
arkansas,05011,30.67871,23.2,3654,3653
arkansas,05013,53.02475,40.4,2182,2269
arkansas,05015,28.82936,32.0,11797,10758
arkansas,05017,-12.38118,-15.2,4103,4176
arkansas,05019,14.03216,9.2,8395,8526
arkansas,05021,60.27397,49.7,5183,5200
arkansas,05023,65.77287,60.9,12680,12085
arkansas,05025,61.55556,51.8,3600,3354
arkansas,05027,31.17456,26.1,8616,8887
arkansas,05029,35.45193,27.7,8685,7927
arkansas,05031,35.41066,34.7,38511,35573
arkansas,05033,56.65186,54.3,24091,22450
arkansas,05035,-6.72013,-9.1,16086,15952
arkansas,05037,45.72169,37.6,6942,6874
arkansas,05039,23.02756,12.4,2649,2771
arkansas,05041,-2.28146,-7.3,4164,4257
arkansas,05043,27.83729,24.3,6908,6595
arkansas,05045,29.53259,31.0,54428,47527
arkansas,05047,61.39711,54.1,7129,6770
arkansas,05049,57.1596,50.4,5119,4772
arkansas,05051,33.99172,33.8,44199,40805
arkansas,05053,67.39024,58.5,8200,7445
arkansas,05055,59.79086,52.4,16066,14600
arkansas,05057,34.05374,28.7,6848,7049
arkansas,05059,48.73776,42.1,12557,11944
arkansas,05061,41.93215,38.6,4834,4674
arkansas,05063,58.18633,51.8,14512,13614
arkansas,05065,62.13425,53.8,5810,5448
arkansas,05067,43.7635,32.7,5091,5156
arkansas,05069,-21.5022,-25.2,25030,25894
arkansas,05071,49.01032,40.2,9498,9112
arkansas,05073,34.26652,25.4,2679,2860
arkansas,05075,59.56975,49.3,5857,5685
arkansas,05077,-4.81039,-16.7,2848,3026
arkansas,05079,43.79355,31.4,3875,3826
arkansas,05081,48.04944,42.2,5178,5227
arkansas,05083,59.53799,50.9,8225,7921
arkansas,05085,52.83757,52.7,30660,27100
arkansas,05087,55.70671,48.8,7351,6841
arkansas,05089,56.67067,54.9,7503,7107
arkansas,05091,46.43354,43.6,16529,16091
arkansas,05093,22.13722,10.5,12287,13204
arkansas,05095,14.17407,6.1,2815,2884
arkansas,05097,59.77279,53.2,3873,3559
arkansas,05099,23.59604,26.0,2119,3246
arkansas,05101,62.10605,58.0,3998,3753
arkansas,05103,13.4905,10.4,9629,9935
arkansas,05105,53.31748,45.5,4627,4306
arkansas,05107,-19.32073,-26.8,6242,6953
arkansas,05109,67.71079,61.9,4246,3981
arkansas,05111,59.75269,46.9,7521,7722
arkansas,05113,68.1861,65.7,8490,8231
arkansas,05115,50.38065,49.9,24432,22569
arkansas,05117,61.00143,49.1,3495,3444
arkansas,05119,-22.51171,-17.7,169956,159776
arkansas,05121,60.7751,48.3,6812,6379
arkansas,05123,-5.09285,-11.3,7108,7430
arkansas,05125,41.25072,43.4,56959,52100
arkansas,05127,69.81132,60.7,3551,3510
arkansas,05129,69.09679,63.1,4019,3728
arkansas,05131,35.44972,37.7,47140,44637
arkansas,05133,53.2103,48.4,5202,4562
arkansas,05135,60.00529,54.3,7566,7249
arkansas,05137,57.8646,51.8,5938,5618
arkansas,05139,29.4695,27.2,16607,16894
arkansas,05141,56.88485,52.2,7807,7339
arkansas,05143,3.90385,9.9,94266,81861
arkansas,05145,58.94123,56.8,30885,27999
arkansas,05147,27.74637,8.9,2476,2571
arkansas,05149,58.47797,48.6,6741,6439
oklahoma,40001,59.06021,52.3,7108,6513
oklahoma,40003,77.18833,76.0,2262,2258
oklahoma,40005,70.36556,65.5,5389,5018
oklahoma,40007,81.63453,81.0,2178,2243
oklahoma,40009,71.95521,70.8,7948,7552
oklahoma,40011,62.75314,57.3,3901,3793
oklahoma,40013,56.46595,55.5,15976,13818
oklahoma,40015,44.05112,43.5,9859,9348
oklahoma,40017,43.28059,51.2,61940,55278
oklahoma,40019,52.51296,52.6,19479,18534
oklahoma,40021,29.33273,27.5,17714,16490
oklahoma,40023,62.00274,57.9,5832,5426
oklahoma,40025,85.38899,82.7,1054,1079
oklahoma,40027,14.06769,21.7,119778,109450
oklahoma,40029,68.02694,62.0,2524,2399
oklahoma,40031,20.08925,23.7,35631,32564
oklahoma,40033,67.02955,62.6,2572,2602
oklahoma,40035,57.50995,52.4,6032,5785
oklahoma,40037,54.80085,54.6,30505,28830
oklahoma,40039,53.23169,54.3,10691,10541
oklahoma,40041,58.48072,54.2,17245,15716
oklahoma,40043,80.96651,77.5,2359,2248
oklahoma,40045,81.47357,79.7,1873,1827
oklahoma,40047,53.72715,53.5,22430,21710
oklahoma,40049,64.20985,60.7,10922,10546
oklahoma,40051,62.30899,60.3,23101,22286
oklahoma,40053,73.49506,69.9,2226,2201
oklahoma,40055,64.72377,61.1,1973,1896
oklahoma,40057,61.09325,50.2,933,977
oklahoma,40059,80.09415,79.0,1487,1499
oklahoma,40061,67.45114,59.5,5014,4738
oklahoma,40063,60.86061,53.6,4857,4526
oklahoma,40065,57.7302,57.6,8221,7806
oklahoma,40067,71.57233,65.7,2385,2350
oklahoma,40069,63.58504,57.4,4251,4018
oklahoma,40071,50.98267,50.2,17249,16803
oklahoma,40073,72.18871,71.3,6465,6131
oklahoma,40075,57.6014,52.4,3427,3493
oklahoma,40077,62.95599,56.8,4249,4056
oklahoma,40079,63.35549,58.7,18805,17221
oklahoma,40081,63.16497,60.1,14888,14025
oklahoma,40083,47.06128,49.4,21574,18979
oklahoma,40085,63.64082,57.7,4076,3789
oklahoma,40093,79.7231,77.4,3467,3407
oklahoma,40095,62.51649,56.6,6064,5492
oklahoma,40097,55.14255,51.7,16626,15717
